bus,Pg,Qg,Qmax,Qmin,Vsp,mBase,status,Pmax,Pmin,minDownTimeHr,minUpTimeHr,RampRateMWMin,StartTimeColdHr,StartTimeWarmHr,StartTimeHotHr,StartHeatColdMBTU,StartHeatWarmMBTU,StartHeatHotMBTU,NonFuelStartCost$,NonFuelShutdownCost$,FOR,MTTF_Hr,MTTR_Hr,ScheduledMaintWeeks,FuelPrice$/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,VOM,FuelSulfurContent%,EmissionsSO2 Lbs/MMBTU,EmissionsNOXLbs/MMBTU,EmissionsPartLbs/MMBTU,EmissionsCO2 Lbs/MMBTU,EmissionsCH4Lbs/MMBTU,EmissionsN2OLbs/MMBTU,EmissionsCOLbs/MMBTU,EmissionsVOCsLbs/MMBTU,DampingRatio,InertiaMJ/MW,BaseMVA,TransformerXp.u.,UnitXp.u.,PumpLoadMW,StorageRoundtripEfficiency,GEN_UID,Gen_ID,UnitGroup,UnitType,Category,Fuel
114,0,0,0,0,1,100,1,194,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_1,1,PV,PV,Solar PV,Solar
115,0,0,0,0,1,100,1,317,0,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_3,3,PV,PV,Solar PV,Solar
116,0,0,0,0,1,100,1,100,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_4,4,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,93.3,0,0,0,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_2,2,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.7,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_1,1,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,49.7,0,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_1,1,PV,PV,Solar PV,Solar
312,0,0,0,0,1,100,1,94.1,0,0,0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312_PV_1,1,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_3,3,PV,PV,Solar PV,Solar
113,0,0,0,0,1,100,1,93.6,0,0,0,93.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113_PV_1,1,PV,PV,Solar PV,Solar
319,0,0,0,0,1,100,1,188.2,0,0,0,188.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319_PV_1,1,PV,PV,Solar PV,Solar
215,0,0,0,0,1,100,1,125.1,0,0,0,125.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,25.6,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102_PV_1,1,PV,PV,Solar PV,Solar
101,0,0,0,0,1,100,1,25.9,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,25.3,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102_PV_2,2,PV,PV,Solar PV,Solar
104,0,0,0,0,1,100,1,26.8,0,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104_PV_1,1,PV,PV,Solar PV,Solar
320,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_2,2,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,95.1,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,92.7,0,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_3,3,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_4,4,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,93.3,0,0,0,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_2,2,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.7,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_1,1,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,49.7,0,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_1,1,PV,PV,Solar PV,Solar
312,0,0,0,0,1,100,1,94.1,0,0,0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312_PV_1,1,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_2,2,PV,PV,Solar PV,Solar
101,0,0,0,0,1,100,1,108,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,97,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_1,1,PV,PV,Solar PV,Solar
107,0,0,0,0,1,100,1,125,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_2,2,PV,PV,Solar PV,Solar
114,0,0,0,0,1,100,1,194,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_1,1,PV,PV,Solar PV,Solar
115,0,0,0,0,1,100,1,317,0,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_3,3,PV,PV,Solar PV,Solar
116,0,0,0,0,1,100,1,100,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_4,4,PV,PV,Solar PV,Solar
118,0,0,0,0,1,100,1,333,0,0,0,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_2,2,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.7,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_1,1,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,49.7,0,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_1,1,PV,PV,Solar PV,Solar
312,0,0,0,0,1,100,1,94.1,0,0,0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312_PV_1,1,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_3,3,PV,PV,Solar PV,Solar
113,0,0,0,0,1,100,1,93.6,0,0,0,93.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113_PV_1,1,PV,PV,Solar PV,Solar
319,0,0,0,0,1,100,1,188.2,0,0,0,188.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319_PV_1,1,PV,PV,Solar PV,Solar
215,0,0,0,0,1,100,1,125.1,0,0,0,125.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,25.6,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102_PV_1,1,PV,PV,Solar PV,Solar
101,0,0,0,0,1,100,1,25.9,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,25.3,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102_PV_2,2,PV,PV,Solar PV,Solar
104,0,0,0,0,1,100,1,26.8,0,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104_PV_1,1,PV,PV,Solar PV,Solar
320,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_2,2,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,95.1,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,92.7,0,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_3,3,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_4,4,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,93.3,0,0,0,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_2,2,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.7,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_1,1,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,49.7,0,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_1,1,PV,PV,Solar PV,Solar
312,0,0,0,0,1,100,1,94.1,0,0,0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312_PV_1,1,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_2,2,PV,PV,Solar PV,Solar
101,0,0,0,0,1,100,1,108,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320_PV_1,1,PV,PV,Solar PV,Solar
102,97,0,0,0,1,100,1,97,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_1,1,PV,PV,Solar PV,Solar
107,0,0,0,0,1,100,1,125,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_2,2,PV,PV,Solar PV,Solar
114,191.28385270550635,0,0,0,1,100,1,194,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_1,1,PV,PV,Solar PV,Solar
115,0,0,0,0,1,100,1,317,0,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_3,3,PV,PV,Solar PV,Solar
116,0,0,0,0,1,100,1,100,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_4,4,PV,PV,Solar PV,Solar
118,0,0,0,0,1,100,1,333,0,0,0,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_2,2,PV,PV,Solar PV,Solar
121,0,0,0,0,1,100,1,0,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_1,1,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,49.7,0,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_1,1,PV,PV,Solar PV,Solar
312,0,0,0,0,1,100,1,94.1,0,0,0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312_PV_1,1,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_3,3,PV,PV,Solar PV,Solar
113,0,0,0,0,1,100,1,93.6,0,0,0,93.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113_PV_1,1,PV,PV,Solar PV,Solar
319,0,0,0,0,1,100,1,188.2,0,0,0,188.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319_PV_1,1,PV,PV,Solar PV,Solar
215,0,0,0,0,1,100,1,125.1,0,0,0,125.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,25.6,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102_PV_1,1,PV,PV,Solar PV,Solar
101,0,0,0,0,1,100,1,25.9,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,25.3,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102_PV_2,2,PV,PV,Solar PV,Solar
104,0,0,0,0,1,100,1,26.8,0,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104_PV_1,1,PV,PV,Solar PV,Solar
320,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_2,2,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,95.1,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,92.7,0,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_3,3,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_4,4,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,93.3,0,0,0,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_2,2,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.7,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_1,1,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,49.7,0,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_1,1,PV,PV,Solar PV,Solar
312,0,0,0,0,1,100,1,94.1,0,0,0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312_PV_1,1,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_2,2,PV,PV,Solar PV,Solar
101,0,0,0,0,1,100,1,108,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,97,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_1,1,PV,PV,Solar PV,Solar
107,79.61674531064489,0,0,0,1,100,1,125,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_2,2,PV,PV,Solar PV,Solar
114,0,0,0,0,1,100,1,194,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_1,1,PV,PV,Solar PV,Solar
115,0,0,0,0,1,100,1,317,0,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_3,3,PV,PV,Solar PV,Solar
