bus,bus_type,status,P,Q,fracS,fracY,fracE,gamma,Qmin,Qmax,Qinc,Qcon
1950,1,1,4.42,0.335,1,0,0,0,0,0,0,0
1951,1,1,3.684,0.425,1,0,0,0,0,0,0,0
1952,1,1,7.36,1.477,1,0,0,0,0,0,0,0
1953,1,1,4.715,0.15,1,0,0,0,0,0,0,0
1954,1,1,1.035,-1.132,1,0,0,0,0,0,0,0
1955,1,1,7.222,0.806,1,0,0,0,0,0,0,0
1956,1,1,0.705,-0.023,1,0,0,0,0,0,0,0
1957,1,1,4.706,0.006,1,0,0,0,0,0,0,0
1958,1,1,4.42,0.121,1,0,0,0,0,0,0,0
1960,1,1,7.95,0.7,1,0,0,0,0,0,0,0
1961,1,1,4.021,-1.258,1,0,0,0,0,0,0,0
1962,1,1,6.039,0.894,1,0,0,0,0,0,0,0
1964,1,1,5.743,3,1,0,0,0,0,0,0,0
1966,1,1,2.934,0.107,1,0,0,0,0,0,0,0
1967,1,1,14.281,-0.092,1,0,0,0,0,0,0,0
1968,1,1,5.161,-0.032,1,0,0,0,0,0,0,0
1969,1,1,4.431,2.199,1,0,0,0,0,0,0,0
1970,1,1,6.194,-0.116,1,0,0,0,0,0,0,0
1971,1,1,2.653,0.607,1,0,0,0,0,0,0,0
1972,1,1,6.336,0.645,1,0,0,0,0,0,0,0
1973,1,1,1.178,-2.1,1,0,0,0,0,0,0,0
1978,1,1,2.503,0.088,1,0,0,0,0,0,0,0
1979,1,1,5.307,0.248,1,0,0,0,0,0,0,0
1980,1,1,13.544,1.781,1,0,0,0,0,0,0,0
1981,1,1,1.653,0.65,1,0,0,0,0,0,0,0
1982,1,1,7.656,-1.155,1,0,0,0,0,0,0,0
1983,1,1,2.295,0.576,1,0,0,0,0,0,0,0
1984,1,1,10.6,0.984,1,0,0,0,0,0,0,0
1985,1,1,10.911,1.755,1,0,0,0,0,0,0,0
1986,1,1,3.449,0.356,1,0,0,0,0,0,0,0
1987,1,1,4.954,1.194,1,0,0,0,0,0,0,0
1988,1,1,3.243,0.057,1,0,0,0,0,0,0,0
1989,1,1,5.893,-0.154,1,0,0,0,0,0,0,0
1990,1,1,7.235,2.312,1,0,0,0,0,0,0,0
1991,1,1,17.022,7.9,1,0,0,0,0,0,0,0
1993,1,1,2.574,0.076,1,0,0,0,0,0,0,0
1994,1,1,2.141,0.07,1,0,0,0,0,0,0,0
1995,1,1,9.568,-0.514,1,0,0,0,0,0,0,0
1996,1,1,2.949,-0.02,1,0,0,0,0,0,0,0
1997,1,1,0.265,0.162,1,0,0,0,0,0,0,0
1999,1,1,6.339,1.307,1,0,0,0,0,0,0,0
2000,1,1,5.601,0.979,1,0,0,0,0,0,0,0
2001,1,1,5.16,4.081,1,0,0,0,0,0,0,0
2002,1,1,13.25,8,1,0,0,0,0,0,0,0
2003,1,1,6.19,1.405,1,0,0,0,0,0,0,0
2005,1,1,5.157,0.9,1,0,0,0,0,0,0,0
2006,1,1,4.419,1.2,1,0,0,0,0,0,0,0
2007,1,1,4.917,1.668,1,0,0,0,0,0,0,0
2008,1,1,5.153,1.2,1,0,0,0,0,0,0,0
2010,1,1,8.097,1.412,1,0,0,0,0,0,0,0
2011,1,1,11.05,2.511,1,0,0,0,0,0,0,0
2012,1,1,10.167,1.832,1,0,0,0,0,0,0,0
2013,1,1,6.477,-0.9,1,0,0,0,0,0,0,0
2014,1,1,33.273,8,1,0,0,0,0,0,0,0
2015,1,1,2.355,0,1,0,0,0,0,0,0,0
2016,1,1,6.931,0.161,1,0,0,0,0,0,0,0
2017,1,1,4.127,0.585,1,0,0,0,0,0,0,0
2018,1,1,4.422,1.404,1,0,0,0,0,0,0,0
2019,1,1,6.941,1.068,1,0,0,0,0,0,0,0
2020,1,1,11.337,-1.154,1,0,0,0,0,0,0,0
2021,1,1,4.426,1.166,1,0,0,0,0,0,0,0
2022,1,1,11.799,3.39,1,0,0,0,0,0,0,0
2023,1,1,3.389,0.271,1,0,0,0,0,0,0,0
2025,1,1,8.843,1.23,1,0,0,0,0,0,0,0
2026,1,1,6.19,1.177,1,0,0,0,0,0,0,0
2027,1,1,25.912,6.029,1,0,0,0,0,0,0,0
2028,1,1,4.407,-1.342,1,0,0,0,0,0,0,0
2029,1,1,16.23,2.02,1,0,0,0,0,0,0,0
2030,1,1,2.949,0.67,1,0,0,0,0,0,0,0
2031,1,1,3.243,0.977,1,0,0,0,0,0,0,0
2032,1,1,0.3,0.139,1,0,0,0,0,0,0,0
2034,1,1,4.565,0.172,1,0,0,0,0,0,0,0
2035,1,1,22.929,0.449,1,0,0,0,0,0,0,0
2036,1,1,0.042,0.22,1,0,0,0,0,0,0,0
2037,1,1,36.941,12.339,1,0,0,0,0,0,0,0
2038,1,1,36.806,17,1,0,0,0,0,0,0,0
2039,1,1,28.988,7.935,1,0,0,0,0,0,0,0
2040,1,1,0.65,0.14,1,0,0,0,0,0,0,0
2041,1,1,147.162,55.7,1,0,0,0,0,0,0,0
2043,1,1,0.737,0.251,1,0,0,0,0,0,0,0
2044,1,1,3.243,0.77,1,0,0,0,0,0,0,0
2045,1,1,9.568,3.382,1,0,0,0,0,0,0,0
2046,1,1,6.327,0.3,1,0,0,0,0,0,0,0
2047,1,1,2.211,0.301,1,0,0,0,0,0,0,0
2048,1,1,9.005,0.511,1,0,0,0,0,0,0,0
2049,1,1,10.319,1.536,1,0,0,0,0,0,0,0
2050,1,1,6.63,1.443,1,0,0,0,0,0,0,0
2051,1,1,3.828,0.756,1,0,0,0,0,0,0,0
2052,1,1,12.073,1.954,1,0,0,0,0,0,0,0
2053,1,1,30.391,8.953,1,0,0,0,0,0,0,0
2054,1,1,11.249,2.878,1,0,0,0,0,0,0,0
2055,1,1,7.964,0.241,1,0,0,0,0,0,0,0
2056,1,1,3.488,1.226,1,0,0,0,0,0,0,0
2058,1,1,5.455,3.321,1,0,0,0,0,0,0,0
2059,1,1,4.422,1.463,1,0,0,0,0,0,0,0
2060,1,1,4.13,0.137,1,0,0,0,0,0,0,0
2061,1,1,8.835,-0.758,1,0,0,0,0,0,0,0
2062,1,1,5.304,2.599,1,0,0,0,0,0,0,0
2063,1,1,10.315,3,1,0,0,0,0,0,0,0
2064,1,1,10.676,3.342,1,0,0,0,0,0,0,0
2065,1,1,14.593,1.291,1,0,0,0,0,0,0,0
2067,1,1,13.84,4.33,1,0,0,0,0,0,0,0
2068,1,1,11.79,3.7,1,0,0,0,0,0,0,0
2069,1,1,11.496,4.714,1,0,0,0,0,0,0,0
2070,1,1,4.706,-0.077,1,0,0,0,0,0,0,0
2071,1,1,6.193,1.002,1,0,0,0,0,0,0,0
2072,1,1,15.753,3.447,1,0,0,0,0,0,0,0
2073,1,1,7.081,0.549,1,0,0,0,0,0,0,0
2074,1,1,7.067,0.6,1,0,0,0,0,0,0,0
2075,1,1,5.424,-0.362,1,0,0,0,0,0,0,0
2079,1,1,22.589,5.834,1,0,0,0,0,0,0,0
2080,1,1,23.633,9.158,1,0,0,0,0,0,0,0
2081,1,1,10.166,2.45,1,0,0,0,0,0,0,0
2082,1,1,6.924,0.905,1,0,0,0,0,0,0,0
2083,1,1,12.388,2.054,1,0,0,0,0,0,0,0
2084,1,1,5.428,1.245,1,0,0,0,0,0,0,0
2085,1,1,5.899,1.355,1,0,0,0,0,0,0,0
2086,1,1,10.778,1.282,1,0,0,0,0,0,0,0
2087,1,1,13.899,3.765,1,0,0,0,0,0,0,0
2089,1,1,9.726,3.412,1,0,0,0,0,0,0,0
2091,1,1,4.029,0,1,0,0,0,0,0,0,0
2093,1,1,2.241,0,1,0,0,0,0,0,0,0
2094,1,1,2.508,0.555,1,0,0,0,0,0,0,0
2095,1,1,7.073,1.371,1,0,0,0,0,0,0,0
2096,1,1,27.916,8.223,1,0,0,0,0,0,0,0
2097,1,1,22.147,9.028,1,0,0,0,0,0,0,0
2098,1,1,22.145,3.835,1,0,0,0,0,0,0,0
2099,1,1,14.723,2,1,0,0,0,0,0,0,0
2100,1,1,0.737,0.002,1,0,0,0,0,0,0,0
2101,1,1,4.424,7.133,1,0,0,0,0,0,0,0
2102,1,1,3.608,1.072,1,0,0,0,0,0,0,0
2104,1,1,1.326,0.81,1,0,0,0,0,0,0,0
2107,1,1,14.005,7.101,1,0,0,0,0,0,0,0
2108,1,1,8.845,16.992,1,0,0,0,0,0,0,0
2109,1,1,5.161,0.081,1,0,0,0,0,0,0,0
2110,1,1,0.294,1.841,1,0,0,0,0,0,0,0
2111,1,1,0.294,0,1,0,0,0,0,0,0,0
2112,1,1,17.711,5.131,1,0,0,0,0,0,0,0
2113,1,1,3.279,1.164,1,0,0,0,0,0,0,0
2114,1,1,2.503,4.356,1,0,0,0,0,0,0,0
2115,1,1,0,2.547,1,0,0,0,0,0,0,0
2116,1,1,16.207,2.015,1,0,0,0,0,0,0,0
2117,1,1,7.97,1.941,1,0,0,0,0,0,0,0
2118,1,1,40.491,10.185,1,0,0,0,0,0,0,0
2119,1,1,1.62,0.279,1,0,0,0,0,0,0,0
2120,1,1,5.412,3.596,1,0,0,0,0,0,0,0
2121,1,1,7.664,2.163,1,0,0,0,0,0,0,0
2122,1,1,7.888,1.925,1,0,0,0,0,0,0,0
2123,1,1,5.899,2.206,1,0,0,0,0,0,0,0
2124,1,1,5.602,0.095,1,0,0,0,0,0,0,0
2125,1,1,11.483,2.542,1,0,0,0,0,0,0,0
2126,1,1,9.584,3.353,1,0,0,0,0,0,0,0
2128,1,1,3.687,-0.1,1,0,0,0,0,0,0,0
2129,1,1,10.92,5.227,1,0,0,0,0,0,0,0
2130,1,1,7.233,2.847,1,0,0,0,0,0,0,0
2131,1,1,2.062,0.164,1,0,0,0,0,0,0,0
2132,1,1,8.264,1.805,1,0,0,0,0,0,0,0
2133,1,1,4.718,1.226,1,0,0,0,0,0,0,0
2135,1,1,5.159,0.849,1,0,0,0,0,0,0,0
2136,1,1,4.418,0.268,1,0,0,0,0,0,0,0
2137,1,1,11.206,2.771,1,0,0,0,0,0,0,0
2139,1,1,2.503,-0.192,1,0,0,0,0,0,0,0
2140,1,1,2.792,1.222,1,0,0,0,0,0,0,0
2141,1,1,2.212,0.145,1,0,0,0,0,0,0,0
2142,1,1,11.795,4.197,1,0,0,0,0,0,0,0
2143,1,1,4.419,-0.011,1,0,0,0,0,0,0,0
2145,1,1,16.635,-0.688,1,0,0,0,0,0,0,0
2147,1,1,14.593,0.408,1,0,0,0,0,0,0,0
2148,1,1,13.644,3.988,1,0,0,0,0,0,0,0
2150,1,1,10.904,0.254,1,0,0,0,0,0,0,0
2151,1,1,12.375,0.755,1,0,0,0,0,0,0,0
2152,1,1,2.608,0.289,1,0,0,0,0,0,0,0
2155,1,1,1.03,0,1,0,0,0,0,0,0,0
2156,1,1,1.473,0.362,1,0,0,0,0,0,0,0
2157,1,1,5.744,-0.2,1,0,0,0,0,0,0,0
2158,1,1,4.566,0.752,1,0,0,0,0,0,0,0
2159,1,1,8.424,-2.509,1,0,0,0,0,0,0,0
2160,1,1,4.127,0.126,1,0,0,0,0,0,0,0
2161,1,1,3.682,0.167,1,0,0,0,0,0,0,0
2162,1,1,5.758,-0.143,1,0,0,0,0,0,0,0
2163,1,1,6.335,0.858,1,0,0,0,0,0,0,0
2164,1,1,6.33,74.351,1,0,0,0,0,0,0,0
2165,1,1,3.831,1.005,1,0,0,0,0,0,0,0
2166,1,1,1.032,0.361,1,0,0,0,0,0,0,0
2167,1,1,3.986,0.158,1,0,0,0,0,0,0,0
2168,1,1,9.138,-0.873,1,0,0,0,0,0,0,0
2169,1,1,1.767,0.658,1,0,0,0,0,0,0,0
2170,1,1,1.915,0.166,1,0,0,0,0,0,0,0
2171,1,1,4.42,0.672,1,0,0,0,0,0,0,0
2172,1,1,6.626,0.537,1,0,0,0,0,0,0,0
2173,1,1,1.178,0.207,1,0,0,0,0,0,0,0
2174,1,1,9.284,1.586,1,0,0,0,0,0,0,0
2175,1,1,3.426,0.047,1,0,0,0,0,0,0,0
2176,1,1,2.141,0.046,1,0,0,0,0,0,0,0
2177,1,1,9.733,1.792,1,0,0,0,0,0,0,0
2178,1,1,4.274,0.998,1,0,0,0,0,0,0,0
2179,1,1,10.748,3.02,1,0,0,0,0,0,0,0
2180,1,1,3.094,0.829,1,0,0,0,0,0,0,0
2181,1,1,5.159,0.435,1,0,0,0,0,0,0,0
2182,1,1,8.991,-1.028,1,0,0,0,0,0,0,0
2183,1,1,5.888,2.426,1,0,0,0,0,0,0,0
2184,1,1,2.502,0.1,1,0,0,0,0,0,0,0
2185,1,1,8.097,3.378,1,0,0,0,0,0,0,0
2186,1,1,10.893,2.376,1,0,0,0,0,0,0,0
2187,1,1,6.784,2.364,1,0,0,0,0,0,0,0
2188,1,1,7.214,1.4,1,0,0,0,0,0,0,0
2189,1,1,2.933,-0.339,1,0,0,0,0,0,0,0
2190,1,1,15.897,3.99,1,0,0,0,0,0,0,0
2191,1,1,3.389,-0.268,1,0,0,0,0,0,0,0
2192,1,1,5.011,-0.568,1,0,0,0,0,0,0,0
2193,1,1,8.401,-1.337,1,0,0,0,0,0,0,0
2194,1,1,7.428,-4.388,1,0,0,0,0,0,0,0
2195,1,1,12.692,3.558,1,0,0,0,0,0,0,0
2196,1,1,5.307,-0.156,1,0,0,0,0,0,0,0
2198,1,1,5.898,0.762,1,0,0,0,0,0,0,0
2199,1,1,3.532,-0.456,1,0,0,0,0,0,0,0
2200,1,1,6.04,0.562,1,0,0,0,0,0,0,0
2201,1,1,10.462,1.294,1,0,0,0,0,0,0,0
2202,1,1,2.319,-0.878,1,0,0,0,0,0,0,0
2203,1,1,19.021,3.489,1,0,0,0,0,0,0,0
2204,1,1,16.943,2.804,1,0,0,0,0,0,0,0
2205,1,1,5.598,-0.948,1,0,0,0,0,0,0,0
2206,1,1,4.715,0.912,1,0,0,0,0,0,0,0
2207,1,1,7.958,2.216,1,0,0,0,0,0,0,0
2208,1,1,22.344,-2.715,1,0,0,0,0,0,0,0
2211,1,1,13.715,2.715,1,0,0,0,0,0,0,0
2214,1,1,4.642,2.8,1,0,0,0,0,0,0,0
2215,1,1,19.025,12.5,1,0,0,0,0,0,0,0
2216,1,1,5.894,-2.724,1,0,0,0,0,0,0,0
2217,1,1,2.458,0.138,1,0,0,0,0,0,0,0
2218,1,1,1.326,0.06,1,0,0,0,0,0,0,0
2219,1,1,4.722,0.162,1,0,0,0,0,0,0,0
2220,1,1,8.254,2.378,1,0,0,0,0,0,0,0
2221,1,1,4.124,0.544,1,0,0,0,0,0,0,0
2222,1,1,5.307,0.371,1,0,0,0,0,0,0,0
2223,1,1,6.626,-1.162,1,0,0,0,0,0,0,0
2224,1,1,3.827,1.252,1,0,0,0,0,0,0,0
2225,1,1,4.592,0.519,1,0,0,0,0,0,0,0
2226,1,1,2.946,1.015,1,0,0,0,0,0,0,0
2227,1,1,6.927,0.889,1,0,0,0,0,0,0,0
2228,1,1,14.411,1.88,1,0,0,0,0,0,0,0
2229,1,1,6.038,0.406,1,0,0,0,0,0,0,0
2231,1,1,10.023,0.602,1,0,0,0,0,0,0,0
2232,1,1,11.924,2.053,1,0,0,0,0,0,0,0
2235,1,1,41.397,5.143,1,0,0,0,0,0,0,0
2236,1,1,19.737,4.557,1,0,0,0,0,0,0,0
2239,1,1,11.814,-3.533,1,0,0,0,0,0,0,0
2240,1,1,2.906,0.23,1,0,0,0,0,0,0,0
2241,1,1,4.718,-1.56,1,0,0,0,0,0,0,0
2242,1,1,9.128,-0.4,1,0,0,0,0,0,0,0
2243,1,1,1.915,0.318,1,0,0,0,0,0,0,0
2244,1,1,12.385,1.671,1,0,0,0,0,0,0,0
2245,1,1,12.367,0.534,1,0,0,0,0,0,0,0
2246,1,1,8.981,0.663,1,0,0,0,0,0,0,0
2248,1,1,3.682,0.164,1,0,0,0,0,0,0,0
2249,1,1,5.743,-0.6,1,0,0,0,0,0,0,0
2250,1,1,11.779,4.085,1,0,0,0,0,0,0,0
2253,1,1,5.255,1.7,1,0,0,0,0,0,0,0
2254,1,1,6.036,4.1,1,0,0,0,0,0,0,0
2255,1,1,9.422,1.406,1,0,0,0,0,0,0,0
2256,1,1,11.487,1.49,1,0,0,0,0,0,0,0
2257,1,1,3.975,1.039,1,0,0,0,0,0,0,0
2258,1,1,7.214,0.569,1,0,0,0,0,0,0,0
2259,1,1,15.753,2.548,1,0,0,0,0,0,0,0
2260,1,1,6.626,0.6,1,0,0,0,0,0,0,0
2261,1,1,7.067,1.3,1,0,0,0,0,0,0,0
2262,1,1,10.317,-0.487,1,0,0,0,0,0,0,0
2264,1,1,1.769,2.431,1,0,0,0,0,0,0,0
2265,1,1,18.622,2.48,1,0,0,0,0,0,0,0
2266,1,1,8.981,1.2,1,0,0,0,0,0,0,0
2267,1,1,2.652,0.149,1,0,0,0,0,0,0,0
2268,1,1,9.579,2.65,1,0,0,0,0,0,0,0
2269,1,1,6.33,1.052,1,0,0,0,0,0,0,0
2270,1,1,5.449,0.144,1,0,0,0,0,0,0,0
2271,1,1,1.326,0.34,1,0,0,0,0,0,0,0
2272,1,1,6.64,2.716,1,0,0,0,0,0,0,0
2273,1,1,7.518,1.924,1,0,0,0,0,0,0,0
2274,1,1,7.664,2.032,1,0,0,0,0,0,0,0
2275,1,1,2.357,0.455,1,0,0,0,0,0,0,0
2276,1,1,4.577,2.082,1,0,0,0,0,0,0,0
2277,1,1,14.267,2.345,1,0,0,0,0,0,0,0
2279,1,1,9.863,0.201,1,0,0,0,0,0,0,0
2280,1,1,60.656,14.94,1,0,0,0,0,0,0,0
2281,1,1,2.948,-0.91,1,0,0,0,0,0,0,0
2282,1,1,2.652,0.797,1,0,0,0,0,0,0,0
2283,1,1,6.483,-1.215,1,0,0,0,0,0,0,0
2284,1,1,6.931,-0.464,1,0,0,0,0,0,0,0
2285,1,1,6.103,0.213,1,0,0,0,0,0,0,0
2286,1,1,4.574,0.552,1,0,0,0,0,0,0,0
2287,1,1,2.796,0.123,1,0,0,0,0,0,0,0
2289,1,1,4.127,0.186,1,0,0,0,0,0,0,0
2292,1,1,7.36,2.863,1,0,0,0,0,0,0,0
2293,1,1,14.843,-3.17,1,0,0,0,0,0,0,0
2294,1,1,12.846,-3,1,0,0,0,0,0,0,0
2295,1,1,3.383,-0.002,1,0,0,0,0,0,0,0
2296,1,1,5.461,1.071,1,0,0,0,0,0,0,0
2297,1,1,4.42,-0.084,1,0,0,0,0,0,0,0
2298,1,1,5.752,1.747,1,0,0,0,0,0,0,0
2299,1,1,20.348,0.639,1,0,0,0,0,0,0,0
2300,1,1,9.287,1.87,1,0,0,0,0,0,0,0
2301,1,1,4.42,0.945,1,0,0,0,0,0,0,0
2302,1,1,13.86,0.318,1,0,0,0,0,0,0,0
2303,1,1,8.981,2.2,1,0,0,0,0,0,0,0
2304,1,1,15.178,-1.114,1,0,0,0,0,0,0,0
2305,1,1,11.81,2.127,1,0,0,0,0,0,0,0
2306,1,1,14.281,2.6,1,0,0,0,0,0,0,0
2307,1,1,10.6,0.121,1,0,0,0,0,0,0,0
2308,1,1,16.194,3.863,1,0,0,0,0,0,0,0
2309,1,1,12.683,-2.337,1,0,0,0,0,0,0,0
2310,1,1,1.473,0.461,1,0,0,0,0,0,0,0
2311,1,1,4.716,-0.989,1,0,0,0,0,0,0,0
2313,1,1,10.321,2.037,1,0,0,0,0,0,0,0
2315,1,1,6.784,1.521,1,0,0,0,0,0,0,0
2316,1,1,1.473,0.067,1,0,0,0,0,0,0,0
2317,1,1,6.044,0.5,1,0,0,0,0,0,0,0
2318,1,1,17.373,3.742,1,0,0,0,0,0,0,0
2320,1,1,1.923,-0.19,1,0,0,0,0,0,0,0
2321,1,1,13.857,2.278,1,0,0,0,0,0,0,0
2323,1,1,3.682,0.615,1,0,0,0,0,0,0,0
2324,1,1,0.737,0.202,1,0,0,0,0,0,0,0
2325,1,1,11.206,1.532,1,0,0,0,0,0,0,0
2326,1,1,6.204,0.867,1,0,0,0,0,0,0,0
2327,1,1,5.011,0.278,1,0,0,0,0,0,0,0
2328,1,1,9.422,0,1,0,0,0,0,0,0,0
2329,1,1,5.751,-0.303,1,0,0,0,0,0,0,0
2330,1,1,4.565,1.311,1,0,0,0,0,0,0,0
2331,1,1,6.631,0.3,1,0,0,0,0,0,0,0
2332,1,1,20.17,0.016,1,0,0,0,0,0,0,0
2333,1,1,8.409,2.594,1,0,0,0,0,0,0,0
2334,1,1,11.369,5.075,1,0,0,0,0,0,0,0
2335,1,1,6.036,0.241,1,0,0,0,0,0,0,0
2336,1,1,16.217,8.211,1,0,0,0,0,0,0,0
2337,1,1,2.946,0,1,0,0,0,0,0,0,0
2338,1,1,0.883,0.104,1,0,0,0,0,0,0,0
2339,1,1,3.24,0.007,1,0,0,0,0,0,0,0
2340,1,1,2.355,0.61,1,0,0,0,0,0,0,0
2341,1,1,3.532,1.017,1,0,0,0,0,0,0,0
2342,1,1,7.95,7.195,1,0,0,0,0,0,0,0
2343,1,1,20.447,32.2,1,0,0,0,0,0,0,0
2344,1,1,9.873,4.2,1,0,0,0,0,0,0,0
2345,1,1,21.822,4.492,1,0,0,0,0,0,0,0
2346,1,1,8.843,1.053,1,0,0,0,0,0,0,0
2347,1,1,2.061,0.237,1,0,0,0,0,0,0,0
2348,1,1,8.108,1.075,1,0,0,0,0,0,0,0
2349,1,1,13.985,1.282,1,0,0,0,0,0,0,0
2350,1,1,8.097,2.749,1,0,0,0,0,0,0,0
2352,1,1,10.307,1.453,1,0,0,0,0,0,0,0
2353,1,1,1.471,0.051,1,0,0,0,0,0,0,0
2354,1,1,4.27,1.488,1,0,0,0,0,0,0,0
2355,1,1,6.33,2.108,1,0,0,0,0,0,0,0
2356,1,1,1.03,0.4,1,0,0,0,0,0,0,0
2357,1,1,3.243,0.187,1,0,0,0,0,0,0,0
2360,1,1,12.769,2.253,1,0,0,0,0,0,0,0
2361,1,1,8.853,2.062,1,0,0,0,0,0,0,0
2362,1,1,4.573,1.065,1,0,0,0,0,0,0,0
2364,1,1,1.178,0,1,0,0,0,0,0,0,0
2365,1,1,10.307,2.141,1,0,0,0,0,0,0,0
2366,1,1,5.235,0.365,1,0,0,0,0,0,0,0
2367,1,1,1.427,0.36,1,0,0,0,0,0,0,0
2368,1,1,5.898,1.334,1,0,0,0,0,0,0,0
2369,1,1,6.331,1.72,1,0,0,0,0,0,0,0
2370,1,1,4.853,1.012,1,0,0,0,0,0,0,0
2371,1,1,6.043,1.334,1,0,0,0,0,0,0,0
2372,1,1,11.778,-0.844,1,0,0,0,0,0,0,0
2373,1,1,8.689,1.072,1,0,0,0,0,0,0,0
2374,1,1,8.837,1.722,1,0,0,0,0,0,0,0
2375,1,1,4.718,1.476,1,0,0,0,0,0,0,0
2376,1,1,4.422,1.058,1,0,0,0,0,0,0,0
2377,1,1,9.725,-0.347,1,0,0,0,0,0,0,0
2378,1,1,4.418,0,1,0,0,0,0,0,0,0
2379,1,1,6.779,0.779,1,0,0,0,0,0,0,0
2380,1,1,6.036,1.264,1,0,0,0,0,0,0,0
2381,1,1,12.662,0.698,1,0,0,0,0,0,0,0
2382,1,1,17.208,3.596,1,0,0,0,0,0,0,0
2383,1,1,3.094,-1.341,1,0,0,0,0,0,0,0
2384,1,1,8.247,2.388,1,0,0,0,0,0,0,0
2385,1,1,13.258,1.768,1,0,0,0,0,0,0,0
2386,1,1,8.244,0.104,1,0,0,0,0,0,0,0
2387,1,1,8.244,0.52,1,0,0,0,0,0,0,0
2388,1,1,7.508,-2.2,1,0,0,0,0,0,0,0
2389,1,1,9.568,2.4,1,0,0,0,0,0,0,0
2390,1,1,6.626,0.72,1,0,0,0,0,0,0,0
2391,1,1,13.11,4.34,1,0,0,0,0,0,0,0
2392,1,1,9.422,0.432,1,0,0,0,0,0,0,0
2416,1,1,5.165,0.682,1,0,0,0,0,0,0,0
2417,1,1,2.756,0.583,1,0,0,0,0,0,0,0
2418,1,1,7.461,-0.788,1,0,0,0,0,0,0,0
2419,1,1,8.106,2.419,1,0,0,0,0,0,0,0
2420,1,1,52.502,7.875,1,0,0,0,0,0,0,0
2421,1,1,7.375,1.249,1,0,0,0,0,0,0,0
2423,1,1,7.371,1.109,1,0,0,0,0,0,0,0
2425,1,1,12.373,1.097,1,0,0,0,0,0,0,0
2426,1,1,5.898,0.377,1,0,0,0,0,0,0,0
2427,1,1,27.384,6.806,1,0,0,0,0,0,0,0
2428,1,1,23.568,4.844,1,0,0,0,0,0,0,0
2429,1,1,6.353,-0.622,1,0,0,0,0,0,0,0
2430,1,1,11.943,-1.5,1,0,0,0,0,0,0,0
2431,1,1,0.863,0.272,1,0,0,0,0,0,0,0
2432,1,1,9.873,0.887,1,0,0,0,0,0,0,0
2433,1,1,3.386,1,1,0,0,0,0,0,0,0
2434,1,1,3.978,0.014,1,0,0,0,0,0,0,0
2435,1,1,10.174,3.359,1,0,0,0,0,0,0,0
2436,1,1,10.025,2.22,1,0,0,0,0,0,0,0
2437,1,1,5.601,0.164,1,0,0,0,0,0,0,0
2438,1,1,11.462,-0.5,1,0,0,0,0,0,0,0
2439,1,1,3.243,0.136,1,0,0,0,0,0,0,0
2440,1,1,5.157,1.247,1,0,0,0,0,0,0,0
2442,1,1,5.898,0.756,1,0,0,0,0,0,0,0
2446,1,1,4.865,1.375,1,0,0,0,0,0,0,0
2447,1,1,0.737,0.2,1,0,0,0,0,0,0,0
2448,1,1,10.207,2.3,1,0,0,0,0,0,0,0
2449,1,1,8.007,1.3,1,0,0,0,0,0,0,0
2450,1,1,6.625,2,1,0,0,0,0,0,0,0
2451,1,1,8.124,3.5,1,0,0,0,0,0,0,0
2452,1,1,8.007,1.9,1,0,0,0,0,0,0,0
2453,1,1,9.007,2,1,0,0,0,0,0,0,0
2455,1,1,7.177,1.6,1,0,0,0,0,0,0,0
2456,1,1,10.063,13.3,1,0,0,0,0,0,0,0
2457,1,1,6.314,3,1,0,0,0,0,0,0,0
2458,1,1,14.906,4,1,0,0,0,0,0,0,0
2459,1,1,5.304,0.3,1,0,0,0,0,0,0,0
2460,1,1,4.504,2,1,0,0,0,0,0,0,0
2461,1,1,7.811,1.3,1,0,0,0,0,0,0,0
2462,1,1,3.864,1.2,1,0,0,0,0,0,0,0
2463,1,1,16.563,6,1,0,0,0,0,0,0,0
2464,1,1,8.281,2.5,1,0,0,0,0,0,0,0
2467,1,1,8.507,1,1,0,0,0,0,0,0,0
2468,1,1,2.946,1.5,1,0,0,0,0,0,0,0
2469,1,1,7.177,2.5,1,0,0,0,0,0,0,0
2470,1,1,9.471,2.4,1,0,0,0,0,0,0,0
2471,1,1,4.6,1.4,1,0,0,0,0,0,0,0
2472,1,1,15.321,3.9,1,0,0,0,0,0,0,0
2473,1,1,18.325,3.6,1,0,0,0,0,0,0,0
2474,1,1,6.625,2,1,0,0,0,0,0,0,0
2475,1,1,6.76,1,1,0,0,0,0,0,0,0
2476,1,1,6.625,2.5,1,0,0,0,0,0,0,0
2477,1,1,3.683,0.9,1,0,0,0,0,0,0,0
2478,1,1,9.508,2,1,0,0,0,0,0,0,0
2479,1,1,10.734,1.5,1,0,0,0,0,0,0,0
2480,1,1,3.803,0,1,0,0,0,0,0,0,0
2481,1,1,3.002,0.4,1,0,0,0,0,0,0,0
2482,1,1,3.503,0.5,1,0,0,0,0,0,0,0
2483,1,1,0.5,0.1,1,0,0,0,0,0,0,0
2484,1,1,5.505,2,1,0,0,0,0,0,0,0
2485,1,1,3.303,0,1,0,0,0,0,0,0,0
2486,1,1,0.601,0.2,1,0,0,0,0,0,0,0
2487,1,1,11.717,6,1,0,0,0,0,0,0,0
2488,1,1,4.003,2,1,0,0,0,0,0,0,0
2491,1,1,8.207,3.2,1,0,0,0,0,0,0,0
2492,1,1,7.006,3,1,0,0,0,0,0,0,0
